name,salary,experience,time,company,address,tags,hh_link,field
Аналитик 1С (Middle) в аккредитованную IT-компанию,от 150000 до 230000 ₽ на руки,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",ООО Ракета,Екатеринбург,"['ERP', 'ERP-системы на базе 1С', '1С: Комплексная автоматизация', '1С: Управление Торговлей', '1С: Управление Производственным Предприятием', 'Разработка технических заданий', 'Постановка задач разработчикам', 'Разработка проектной документации', 'Системный анализ']",https://odintsovo.hh.ru/vacancy/93241264
Аналитик 1С (Middle) в аккредитованную IT-компанию,от 150000 до 230000 ₽ на руки,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",ООО Ракета,Воронеж,"['ERP', 'ERP-системы на базе 1С', '1С: Комплексная автоматизация', '1С: Управление Торговлей', '1С: Управление Производственным Предприятием', 'Разработка технических заданий', 'Постановка задач разработчикам', 'Разработка проектной документации', 'Системный анализ']",https://odintsovo.hh.ru/vacancy/93241265
Data & AI Strategy Analyst,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",ООО Axenix (ранее Accenture),Алматы,[],https://odintsovo.hh.ru/vacancy/92343429
Data Analyst [CJ Monitoring & Discovery],,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","ПАО «МТС», Digital",Москва,[],https://odintsovo.hh.ru/vacancy/93556304
Аналитик данных,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","билайн: ИТ, Data, Digital",Москва,"['SQL', 'Python', 'MS Excel']",https://odintsovo.hh.ru/vacancy/91727617
Data Engineer (Greenplum),,Требуемый опыт работы: 1–3 года,"Полная занятость, гибкий график",Fplus,Москва,"['Greenplum', 'ClickHouse', 'Luxms', 'StreamLit', 'Data Engineer', 'SQL', 'Python', 'Базы данных', 'ETL', 'Big Data']",https://odintsovo.hh.ru/vacancy/93152361
Lead Business Analyst,,Требуемый опыт работы: более 6 лет,"Полная занятость, гибкий график",ООО Неро Электроникс,Минск,"['Бизнес-анализ', 'Agile Project Management', 'Business Analysis', 'Teamleading', 'Английский\xa0— B1 — Средний']",https://odintsovo.hh.ru/vacancy/91134641
Data Analyst в команду DS,,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа",Газпромбанк,Москва,"['SQL', 'Data Analysis']",https://odintsovo.hh.ru/vacancy/92770031
Бизнес-аналитик,50000 до 70000 ₽ на руки,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",ООО Суши-Маркет,Омск,[],https://odintsovo.hh.ru/vacancy/93286115
Data analyst,,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",ООО Бануба Девелопмент,Минск,[],https://odintsovo.hh.ru/vacancy/92355345
Системный аналитик,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","билайн: ИТ, Data, Digital",Москва,"['SQL', 'BPMN', 'UML', 'SOAP', 'REST API']",https://odintsovo.hh.ru/vacancy/91716907
Product Analyst / Продуктовый аналитик,,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа",Aston,Москва,[],https://odintsovo.hh.ru/vacancy/93597193
Системный аналитик,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Сбер для экспертов,Москва,[],https://odintsovo.hh.ru/vacancy/93606798
Маркетолог-аналитик,100000 до 200000 ₽ на руки,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",ООО Ар Энд Би Консалтинг,Москва,"['Маркетинговый анализ', 'Анализ конкурентной среды', 'Маркетинговое планирование', 'Работа с большим объемом информации']",https://odintsovo.hh.ru/vacancy/92463886
Data-аналитик в Ценообразование,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",ИТ,Москва,"['SQL', 'Pricing', 'A/B-тестирование', 'Python']",https://odintsovo.hh.ru/vacancy/92913889
Data Analyst (middle/senior),2500 до 4000 $ до вычета налогов,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",Fundraise Up,Тбилиси,"['SQL', 'Английский язык', 'PostgreSQL', 'A/B тесты', 'Data Analysis', 'Английский\xa0— B1 — Средний']",https://odintsovo.hh.ru/vacancy/93198517
Data Analyst (middle/senior),2500 до 4000 $ до вычета налогов,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",Fundraise Up,Москва,"['SQL', 'Английский язык', 'PostgreSQL', 'A/B тесты', 'Data Analysis', 'Английский\xa0— B1 — Средний']",https://odintsovo.hh.ru/vacancy/93198501
Data Analyst,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",ООО Финтех Айкью,Новосибирск,"['Python', 'SQL', 'Git', 'Аналитическое мышление', 'Анализ данных', 'airflow', 'Статистика']",https://odintsovo.hh.ru/vacancy/92522327
Data Analyst,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Росбанк: Data,Москва,"['SQL', 'GreenPlum', 'PostgreSQL', 'Transact-SQL', 'Python', 'Data Analysis', 'Power BI', 'Hadoop']",https://odintsovo.hh.ru/vacancy/92517721
Data Analyst,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",ООО БЛД Софт,Минск,"['PostgreSQL', 'Flash MySQL', 'NoSQL', 'Analytical skills', 'Big Data', 'Business English', 'Анализ данных', 'Аналитическое мышление', 'Умение работать в коллективе', 'Работа с большим объемом информации', 'Английский\xa0— B2 — Средне-продвинутый']",https://odintsovo.hh.ru/vacancy/93457243
"Аналитик данных (data scientist, data engineer)",100000 ₽ до вычета налогов,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Федеральное государственное автономное учреждение Научно-исследовательский институт Центр экологической промышленной политики (ФГАУ НИИ ЦЭПП),Москва,"['Python', 'Системы автоматического контроля', 'Создание моделей', 'Машинное обучение', 'Математическое моделирование', 'Понимание задач регрессии', 'Оформление описаний', 'Пусконаладочные работы']",https://odintsovo.hh.ru/vacancy/92068025
ML Data Scientist/Консультант/Project Manager,130000 до 200000 ₽ на руки,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",ГК СиДиСи (CDC),Москва,[],https://odintsovo.hh.ru/vacancy/93362161
Коммерческий аналитик,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",3Logic Group,Москва,"['Python', 'SQL', 'VBA', 'PowerShell', 'Анализ данных', 'MS SQL', 'Pandas', 'Математическая статистика', 'Статистический анализ', 'Аналитика', 'Базы данных', 'Data Analysis', 'Numpy']",https://odintsovo.hh.ru/vacancy/87257312
Data analyst / Data engineer,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",ООО Медиапоинт,Москва,"['Анализ данных', 'SQL', 'Работа с базами данных', 'Airflow', 'ETL/ELT', 'Аналитическое мышление', 'ETL', 'Автоматизация процессов']",https://odintsovo.hh.ru/vacancy/93448237
Data Analyst Researcher,,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",ООО Ок Софт,Москва,"['Python', 'SQL', 'Аналитическое мышление', 'Математическая статистика', 'Английский\xa0— B2 — Средне-продвинутый']",https://odintsovo.hh.ru/vacancy/92524605
Аналитик,,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа",Mailfit,Москва,"['SQL', 'Google Analytics', 'Python', 'Веб-аналитика', 'Аналитика', 'Яндекс.Метрика', 'Анализ данных', 'Power BI']",https://odintsovo.hh.ru/vacancy/92153395
Системный аналитик (Сбер.Инвест),,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Сбер для экспертов,Москва,[],https://odintsovo.hh.ru/vacancy/91372346
Middle Data Analyst,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",HuntIT,Сербия,"['SQL', 'Python', 'Аналитика']",https://odintsovo.hh.ru/vacancy/93460288
Tax Analyst,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Шлюмберже Лоджелко Инк. в РК,Атырау,"['Tax Accounting', 'Tax Audit', 'Tax Optimisation', 'Tax Planning', 'Taxation', 'Tax Regulations', 'Finance', 'Compliance', 'Business English', 'Английский язык', 'Казахский\xa0— C1 — Продвинутый', 'Русский\xa0— C1 — Продвинутый', 'Английский\xa0— C1 — Продвинутый']",https://odintsovo.hh.ru/vacancy/93551451
Ведущий web-аналитик,,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа",ООО Байскилз,Москва,"['Power BI', 'Google Docs', 'Анализ данных', 'Google Sheets', 'Аналитические навыки', 'Аналитика продаж', 'MS Excel', 'Аналитика', 'Сводные таблицы', 'Управленческая отчетность', 'Работа с системами аналитики', 'Развитие продаж', 'WEB аналитика']",https://odintsovo.hh.ru/vacancy/93598158
Business Analyst,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",IDF Technology,Минск,"['Business Analysis', 'Analytical skills', 'System Analysis', 'БД', 'API']",https://odintsovo.hh.ru/vacancy/93550728
Middle Data Analyst,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",ООО Медиапоинт,Москва,"['SQL', 'Python', 'Power BI', 'AdHoc', 'Аналитика данных', 'Витрины данных', 'Хранилище данных', 'Математическая статистика', 'Продуктовые гипотезы']",https://odintsovo.hh.ru/vacancy/93338893
Data Analyst (India),,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Finstar Financial Group,Москва,[],https://odintsovo.hh.ru/vacancy/93452205
Data Analyst (Вьетнам),,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Finstar Financial Group,Москва,"['MS SQL', 'Power BI', 'SQL', 'Python', 'Анализ данных']",https://odintsovo.hh.ru/vacancy/93451551
Аналитик данных (iGaming),,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа",ООО Величар,Москва,[],https://odintsovo.hh.ru/vacancy/92756756
Data Scientist,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",STARTRIBE LTD,Сербия,"['Python', 'Статистический анализ', 'Machine Learning', 'A/B тесты']",https://odintsovo.hh.ru/vacancy/93554588
Data engineer,160000 до 230000 ₽ на руки,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",7RedLines,Москва,[],https://odintsovo.hh.ru/vacancy/92146238
Аналитик,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",КОНТРОЛ лизинг,Москва,"['Data Lens', 'Power BI', 'MS Excel', 'SQL']",https://odintsovo.hh.ru/vacancy/93150057
Старший аналитик данных,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","билайн: ИТ, Data, Digital",Москва,"['SQL', 'Python', 'Аналитические исследования', 'Работа с базами данных', 'Hadoop', 'Spark', 'PySpark', 'AirFlow']",https://odintsovo.hh.ru/vacancy/93256673
Data Scientist (NLP),,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Домклик,Москва,"['Python', 'SQL', 'Atlassian Jira', 'Tensorflow', 'PyTorch']",https://odintsovo.hh.ru/vacancy/92607697
Системный аналитик,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Data World,Москва,[],https://odintsovo.hh.ru/vacancy/93564590
Data-Scientist (Опыт работы ОБЯЗАТЕЛЕН от 1 года),,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Weborama Russia,Москва,['Английский\xa0— B2 — Средне-продвинутый'],https://odintsovo.hh.ru/vacancy/92455335
"Data-аналитик стрима ""Аналитика и отчётность продаж СМБ""",,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","ПАО ВТБ, Средний и малый бизнес",Москва,"['SQL', 'Подготовка презентаций', 'Linux', 'Проведение презентаций', 'MS SQL', 'Базы данных', 'MySQL', 'Аналитика', 'Hadoop', 'MS SQL Server', 'Анализ данных', 'Аналитическое мышление', 'Аналитические исследования', 'Автоматизация процессов', 'Визуализация данных', 'Анализ бизнес показателей', 'Работа с базами данных', 'Работа с большим объемом информации', 'Анализ текущих финансовых показателей', 'Сбор и анализ информации', 'Qlik', 'QlikView', 'Qlik Sense']",https://odintsovo.hh.ru/vacancy/91096240
Аналитик внедрения Track&Trace,100000 ₽ на руки,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа",Navicon,Москва,"['BPMN', 'SOAP', 'REST', 'SQL', 'MS Visio', 'PostgreSQL', 'Postman', 'Английский\xa0— B1 — Средний']",https://odintsovo.hh.ru/vacancy/93595287
Business Data Engineer,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Тинькофф,Алматы,"['SQL', 'Hadoop', 'Работа с базами данных', 'ETL', 'Базы данных', 'DWH', 'СУБД', 'Databases']",https://odintsovo.hh.ru/vacancy/93560686
Data Analyst (Рекламная платформа),,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Сбер. IT,Москва,"['Python', 'SQL', 'Аналитическое мышление', 'Data Analysis', 'Pandas', 'Numpy']",https://odintsovo.hh.ru/vacancy/92135457
Business Data Engineer,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Тинькофф,Иннополис,"['SQL', 'Hadoop', 'MS SQL', 'Работа с базами данных', 'MS SQL Server', 'ETL', 'DWH', 'СУБД']",https://odintsovo.hh.ru/vacancy/93558633
"Системный аналитик (Проект ""Цифровой рубль"")",160000 до 210000 ₽ на руки,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",Data World,Москва,[],https://odintsovo.hh.ru/vacancy/92926507
Business Data Engineer,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Тинькофф,Казань,"['SQL', 'Hadoop', 'MS SQL', 'Работа с базами данных', 'MS SQL Server', 'ETL', 'DWH', 'СУБД']",https://odintsovo.hh.ru/vacancy/93558638
Data Engineer,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",ТОО Казах Софт Девелопмент,Астана,"['Python', 'SQL', 'ООП', 'MS SQL Server', 'ETL']",https://odintsovo.hh.ru/vacancy/92379770
Аналитик E-commerce,80000 до 150000 ₽ на руки,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа",Производственная компания MILDI,Москва,"['Удаленная работа', 'Финансовый анализ', 'Управленческая отчетность', 'Финансовая отчетность', 'Бюджетирование', 'Анализ финансовых показателей', 'Составление бизнес-плана', 'Формирование управленческой отчетности', 'Анализ бизнес показателей', 'План-фактный анализ бюджета', 'Анализ текущих финансовых показателей', 'SWOT анализ', 'Расчет и анализ себестоимости продукции и услуг', 'Подготовка управленческой отчетности', 'Планирование и организация', 'Умение работать в условиях многозадачности', 'умение работать с программами Word, Excel, Power Point', 'Data Analysis', 'Контроль кредиторской задолженности', 'Экономический анализ', 'Финансовое планирование', 'Бизнес-моделирование', 'Контроль и анализ ценообразования', 'Контроль дебиторской задолженности', 'Аналитика продаж', 'Управление финансами', 'E-Commerce', 'Маркетплейсы', 'Анализ ассортиментной линейки', 'Маржинальный анализ']",https://odintsovo.hh.ru/vacancy/93033187
Data Science - специалист,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Сбер для экспертов,Воронеж,[],https://odintsovo.hh.ru/vacancy/93558486
Аналитик / Data engineer,200000 ₽ до вычета налогов,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Группа Актион,Москва,"['SQL', 'Python', 'Power BI', 'Data Analysis', 'Аналитическое мышление']",https://odintsovo.hh.ru/vacancy/92245870
Аналитик данных / Data Analyst middle+,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Sape,Москва,"['SQL', 'Python', 'Работа с базами данных', 'Работа с большим объемом информации', 'Spark', 'Аналитическое мышление', 'Сбор и анализ информации', 'Статистический анализ', 'Power BI', 'Grafana']",https://odintsovo.hh.ru/vacancy/92352837
Бизнес аналитик (Платежи и Переводы),285000 ₽ до вычета налогов,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",Wanted,Москва,[],https://odintsovo.hh.ru/vacancy/93603854
Middle Product Analyst,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",ТОО inDrive,Алматы,"['A/B testing', 'SQL', 'Python', 'Power BI', 'Анализ данных', 'Data Analysis']",https://odintsovo.hh.ru/vacancy/92580607
Data Analyst (ML),,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Devhunt,Кипр,['Английский\xa0— B1 — Средний'],https://odintsovo.hh.ru/vacancy/93299313
Младший продуктовый аналитик (Order Processing),,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа",СберМаркет Разработка,Москва,"['Python', 'SQL', 'Data Analysis', 'Математическая статистика']",https://odintsovo.hh.ru/vacancy/93600596
Senior Product Analyst,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",FUNCORP,Кипр,"['SQL', 'Data Analysis', 'Marketing Analysis', 'Python', 'Анализ данных', 'Аналитическое мышление', 'Маркетинговый анализ', 'Английский\xa0— B2 — Средне-продвинутый']",https://odintsovo.hh.ru/vacancy/92692974
Аналитик данных,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","АТОЛ, группа компаний",Москва,"['Python', 'SQL', 'Базы данных', 'Git', 'Data Analysis', 'Data Science']",https://odintsovo.hh.ru/vacancy/93556682
Аналитик данных (Data science),80000 до 100000 ₽ на руки,Требуемый опыт работы: не требуется,"Полная занятость, полный день",ГБУ Мосстройинформ,Москва,"['SQL', 'Data Analysis', 'MS SQL', 'Python', 'Работа с базами данных']",https://odintsovo.hh.ru/vacancy/93440298
Data engineer (senior),,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",«РОСБАНК»,Москва,"['SQL;', 'Python', 'VBA', 'GreenPlum', 'BI', 'CHD', 'Мотивационная отчетность']",https://odintsovo.hh.ru/vacancy/91259562
Product Analyst,,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",WILDBERRIES,Москва,"['Python', 'SQL']",https://odintsovo.hh.ru/vacancy/91545218
Data Analyst BI (работа с Tableau),,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа",Компания Самолет,Москва,"['Tableau', 'SQL', 'СУБД', 'Визуализация']",https://odintsovo.hh.ru/vacancy/93453146
Системный аналитик (Big Data),,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",АО ГНИВЦ,Москва,"['SQL', 'Hadoop', 'Atlassian Jira', 'Atlassian Confluence', 'Agile Project Management', 'Linux']",https://odintsovo.hh.ru/vacancy/93160184
Аналитик данных,,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа",ООО Умскул,Москва,"['SQL', 'Python', 'Tableau', 'Data Analysis']",https://odintsovo.hh.ru/vacancy/91266847
Data engineer (ETL-разработчик),,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Сбер для экспертов,Москва,[],https://odintsovo.hh.ru/vacancy/93554888
Senior Data Analyst (Gaming),,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",ООО Вайзор Геймз,Минск,"['SQL', 'PowerBI', 'Tableau', 'Python', 'R', 'Анализ данных', 'Data Analysis', 'MS Excel', 'Визуализация']",https://odintsovo.hh.ru/vacancy/89694182
Data Engineer - Market Data,4000 до 5000 € на руки,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Skanestas Investments Limited,Кипр,"['Python', 'SQL', 'NoSQL', 'Spark', 'Kafka', 'AirFlow', 'Hadoop', 'Storm', 'Luigi', 'Spark Streaming']",https://odintsovo.hh.ru/vacancy/92285024
Data аналитик по финансовым рискам,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",АБСОЛЮТ БАНК,Москва,"['Python', 'SQL', 'Математическая статистика', 'Анализ данных', 'Аналитическое мышление', 'pandas']",https://odintsovo.hh.ru/vacancy/92031812
Data Engineer,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",STARTRIBE LTD,Кипр,"['Python', 'hadoop', 'SQL', 'clickhouse', 'PostgreSQL', 'Git', 'dwh']",https://odintsovo.hh.ru/vacancy/92091393
Senior/Middle NLP Data Analyst GigaChat,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Сбер для экспертов,Москва,[],https://odintsovo.hh.ru/vacancy/93438383
IT Analyst,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",BMW,Москва,[],https://odintsovo.hh.ru/vacancy/93486383
Junior Business/Systems analyst,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",IDF Technology,Польша,[],https://odintsovo.hh.ru/vacancy/93541658
Junior Business/Systems analyst,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",IDF Technology,Минск,[],https://odintsovo.hh.ru/vacancy/93541557
Аналитик данных,1600 до 1900 Br на руки,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","СОСЕДИ, Сеть магазинов",Минск,[],https://odintsovo.hh.ru/vacancy/93553355
Продуктовый аналитик,,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа","билайн: ИТ, Data, Digital",Москва,"['Яндекс.Метрика', 'Google Analytics', 'SQL']",https://odintsovo.hh.ru/vacancy/93204634
Data Engineer (команда ELK),,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Сбер для экспертов,Москва,[],https://odintsovo.hh.ru/vacancy/93550634
Аналитик данных,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",ООО PepsiCo,Москва,"['Машинное обучение', 'Python', 'Прогнозирование спроса', 'Machine learning', 'Анализ данных', 'Оптимизация бизнес-процессов', 'Data Analysis', 'Алгоритмы', 'Английский\xa0— A1 — Начальный']",https://odintsovo.hh.ru/vacancy/93552240
Data analyst,300000 до 350000 ₽ до вычета налогов,Требуемый опыт работы: не требуется,"Полная занятость, удаленная работа",ООО АйТиКвик,Санкт,"['Power BI', 'Big Data', 'SQL', 'Data Analysis', 'Базы данных', 'ORACLE']",https://odintsovo.hh.ru/vacancy/93348304
Web аналитик,,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа",ООО Первый Мебельный,Москва,"['SQL', 'CPO', 'CPC', 'GTM']",https://odintsovo.hh.ru/vacancy/92124351
Data Engineer,,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа","МАГНИТ, Розничная сеть",Москва,"['GreenPlum', 'ClickHouse', 'AirFlow', 'Python', 'Debezium', 'Yandex Cloud', 'DBT', 'SQL']",https://odintsovo.hh.ru/vacancy/91814543
Finance Analyst (Финансовый аналитик),,Требуемый опыт работы: не требуется,"Полная занятость, полный день",SPLAT,Москва,['Английский язык'],https://odintsovo.hh.ru/vacancy/90995428
Аналитик исследователь,55000 до 100000 ₽ на руки,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа",DV-Consulting,Ростов,"['Аналитические исследования', 'Сбор и анализ информации', 'MS PowerPoint', 'Подготовка презентаций', 'Анализ рынка', 'Работа с большим объемом информации', 'Аналитическое мышление', 'Английский\xa0— A1 — Начальный']",https://odintsovo.hh.ru/vacancy/92127707
Старший аналитик,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",ГК «Эталон» Москва,Москва,[],https://odintsovo.hh.ru/vacancy/91348215
Data Engineer,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",ООО FIN.by / Акцент-Консалт,Минск,"['SQL', 'Python', 'MS SQL', 'DWH', 'Airflow', 'ETL', 'ETL/ELT', 'BI', 'Английский — B2 — Средне-продвинутый', 'SSIS']",https://odintsovo.hh.ru/vacancy/92079524
Senior data analyst,,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",AppMagic,Тбилиси,[],https://odintsovo.hh.ru/vacancy/92707388
Data steward (Распорядитель данных),,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",ГКУ Инфогород,Москва,"['SLA', 'ETL']",https://odintsovo.hh.ru/vacancy/93521331
Analyst / Аналитик,200000 ₽ на руки,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",ООО DataGo!,Москва,"['SQL', 'Python', 'Google Analytics', 'ClickHouse', 'Google Tag Manager', 'Google Data Studio', 'Power BI', 'Яндекс.Метрика', 'DataLens', 'Google BigQuery']",https://odintsovo.hh.ru/vacancy/92329202
Системный аналитик (DWH)/Аналитик данных,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",AVO.UZ,Ташкент,"['DWH', 'MS SQL', 'Системный анализ']",https://odintsovo.hh.ru/vacancy/92005261
Data scientist / Аналитик данных HR-проектов,,Требуемый опыт работы: не требуется,"Полная занятость, гибкий график",ЭКОПСИ Консалтинг,Москва,['Английский\xa0— B1 — Средний'],https://odintsovo.hh.ru/vacancy/92357631
Data-инженер,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",LADA Цифра,Москва,"['SQL', 'Python', 'Анализ данных', 'Big Data', 'Базы данных', 'ETL']",https://odintsovo.hh.ru/vacancy/93463015
Системный аналитик,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",ГКУ Инфогород,Москва,"['Big Data', 'BPMN', 'EPC', 'PostgreSQL']",https://odintsovo.hh.ru/vacancy/93520017
Senior Data Scientist (Rec. system),,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Okko,Москва,"['Python', 'SQL', 'deep learning', 'ML']",https://odintsovo.hh.ru/vacancy/93549882
Senior Data Scientist (Rec. system),,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Okko,Санкт,"['Python', 'SQL', 'deep learning', 'ML']",https://odintsovo.hh.ru/vacancy/92192581
Product analyst,,Требуемый опыт работы: 1–3 года,"Полная занятость, гибкий график",Лига Ставок,Москва,"['Python', 'SQL', 'AppsFlyer', 'Amplitude', 'Английский\xa0— B1 — Средний']",https://odintsovo.hh.ru/vacancy/93440295
Data Analyst,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","МАГНИТ, Розничная сеть",Санкт,"['Анализ бизнес показателей', 'MS SQL', 'MS Excel', 'Аналитические исследования', 'Аналитическое мышление', 'Анализ данных']",https://odintsovo.hh.ru/vacancy/91826705
Data analytic,от 160000 ₽ до вычета налогов,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Алабуга. Human Resources ,Саратов,[],https://odintsovo.hh.ru/vacancy/92897465
Ведущий консультант-аналитик 1С (регламентированный учет),,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",АО Рамакс Интернейшнл,Москва,"['ERP', '1С: Бухгалтерия', '1С:ERP', '1С:УХ', 'регламентированный учет', 'Бухгалтерский учет', 'Налоговый учет']",https://odintsovo.hh.ru/vacancy/83676819
Support analyst (remote),,Требуемый опыт работы: не требуется,"Полная занятость, удаленная работа",Navicon,Москва,"['SQL', 'MS Excel', 'API', 'Базы данных', 'Customer Service', 'Работа с базами данных', 'Аналитическое мышление']",https://odintsovo.hh.ru/vacancy/93491908
"Аналитик данных (Data Analist) BI, 1С Аналитика",от 150000 ₽ на руки,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Корос Груп,Москва,"['CRM', 'MS Excel', '1С: Комплексная автоматизация', 'ERP', 'Power BI', 'Анализ данных', 'Управленческая отчетность']",https://odintsovo.hh.ru/vacancy/92408616
Бизнес / Системный аналитик,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",ООО ЯСП,Санкт,"['Разработка технических заданий', 'SQL', 'Управление проектами', 'Бизнес-анализ', 'BPMN', 'CRM', 'BI', 'ERP', 'BPM', 'БД', 'Big Data', 'Business intelligence']",https://odintsovo.hh.ru/vacancy/91321752
Senior Product analyst,,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",ООО Ок Софт,Москва,[],https://odintsovo.hh.ru/vacancy/93479387
Data-analyst (с релокацией в Сербию),,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",STARTRIBE LTD,Москва,[],https://odintsovo.hh.ru/vacancy/93095933
Бизнес-аналитик BI,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Тинькофф,Сочи,"['Tableau', 'SQL', 'Python', 'SAP Business Objects', 'Аналитическое мышление', 'Сбор и анализ информации', 'BI']",https://odintsovo.hh.ru/vacancy/90946852
EData Delivery Analyst,,Требуемый опыт работы: не требуется,"Полная занятость, полный день",NielsenIQ,Москва,[],https://odintsovo.hh.ru/vacancy/92699445
