name,salary,experience,time,company,address,tags,hh_link,field
Главный Data engineer,,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",ООО Бэлл Интегратор,Минск,"['SQL', 'IPC', 'ETL']",https://odintsovo.hh.ru/vacancy/93306160
Data Scientist (Middle),,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",UBIC,Москва,"['NLP', 'ML', 'SQL', 'Python', 'CV']",https://odintsovo.hh.ru/vacancy/92228105
Data Engineer (Clickhouse),,Требуемый опыт работы: более 6 лет,"Полная занятость, полный день",STARTRIBE LTD,Кипр,"['Clickhouse', 'DWH', 'Kafka', 'Iron Python', 'Golang', 'Go', 'OLAP', 'SQL', 'Data engineering', 'Superset', 'Apache superset']",https://odintsovo.hh.ru/vacancy/91879373
Владелец продукта «данные» (Data product owner) в Департамент Анализа и Мониторинга.,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",ЗАО Банк Компаньон,Бишкек,[],https://odintsovo.hh.ru/vacancy/93662119
Data Protection Officer,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Домклик,Москва,[],https://odintsovo.hh.ru/vacancy/93275400
Data Engineer (ГПХ),,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",Росбанк: Data,Москва,"['MS SQL', 'PostgreSQL', 'GreenPlum', 'ETL/ELT', 'Atlassian Jira']",https://odintsovo.hh.ru/vacancy/93051211
Senior Data Engineer,350000 до 450000 ₽ на руки,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",ООО Ит-Финанс,Москва,[],https://odintsovo.hh.ru/vacancy/92751487
Senior Data analyst,,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",ООО Ок Софт,Москва,[],https://odintsovo.hh.ru/vacancy/90430340
Data Base Administrator,,Требуемый опыт работы: 3–6 лет,"Полная занятость, гибкий график",ООО Лектон,Санкт,"['ORACLE', 'PostgreSQL', 'ClickHouse', 'OLTP', 'Kafka', 'ETL', 'Oracle RAC', 'Oracle Golden Gate', 'Unix', 'Oracle Data Guard', 'DBA', 'Английский\xa0— A2 — Элементарный']",https://odintsovo.hh.ru/vacancy/93056417
Data Scientist (CV+NLP),,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Компания Самолет,Москва,"['Python', 'PyTorch', 'Hadoop', 'Computer Vision', 'NLP']",https://odintsovo.hh.ru/vacancy/92748579
Data Engineer (Greenplum),,Требуемый опыт работы: 1–3 года,"Полная занятость, гибкий график",Fplus,Москва,"['Greenplum', 'ClickHouse', 'Luxms', 'StreamLit', 'Data Engineer', 'SQL', 'Python', 'Базы данных', 'ETL', 'Big Data']",https://odintsovo.hh.ru/vacancy/93152361
Data engineer,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Солар,Москва,"['SQL', 'ETL', 'DWH']",https://odintsovo.hh.ru/vacancy/93565992
Data analyst,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Солар,Москва,"['Data Analysis', 'SQL', 'DWH']",https://odintsovo.hh.ru/vacancy/93565588
Senior Data Analyst,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",ПАО Московская Биржа,Москва,"['SQL', 'Python']",https://odintsovo.hh.ru/vacancy/92208172
Senior Data Scientist,,Требуемый опыт работы: более 6 лет,"Полная занятость, удаленная работа",Fundraise Up,Москва,"['SQL', 'Анализ данных', 'A/B тесты', 'LTV prediction', 'RecSys', 'Ulift modeling', 'Churn prediction']",https://odintsovo.hh.ru/vacancy/92446784
Team lead/Data Scientist,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Сбер для экспертов,Москва,[],https://odintsovo.hh.ru/vacancy/93620122
Tech Lead (Data Engineer),,Требуемый опыт работы: более 6 лет,"Полная занятость, удаленная работа",ООО Медиапоинт,Москва,"['RESTful API', 'Python', 'PostgreSQL', 'AirFlow', 'ClickHouse', 'Unix', 'SQL', 'Английский\xa0— B2 — Средне-продвинутый']",https://odintsovo.hh.ru/vacancy/92218317
Senior Python developer / Data Engineer (remote),5000 до 6200 $ до вычета налогов,Требуемый опыт работы: более 6 лет,"Полная занятость, полный день",Comtek international inc,Тбилиси,"['Python', 'SQL', 'AWS', 'ООП', 'Английский\xa0— B2 — Средне-продвинутый']",https://odintsovo.hh.ru/vacancy/92042232
Data engineer \ Инженер данных,240000 ₽ на руки,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",ООО Займиго МФК,Екатеринбург,"['Python', 'SQL', 'PostgreSQL', 'Git', 'ClickHouse', 'Linux', 'Kafka', 'Numpy', 'Базы данных', 'Databases', 'Работа с банками', 'Удаленная работа', 'BI', 'Apache Airflow', 'DWH']",https://odintsovo.hh.ru/vacancy/93613610
Data engineer \ Инженер данных,240000 ₽ на руки,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",ООО Займиго МФК,Санкт,"['Python', 'SQL', 'PostgreSQL', 'Git', 'ClickHouse', 'Linux', 'Kafka', 'Numpy', 'Базы данных', 'Databases', 'Работа с банками', 'Удаленная работа', 'BI', 'Apache Airflow', 'DWH']",https://odintsovo.hh.ru/vacancy/93613378
Data-инженер,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Тинькофф,Иннополис,"['ETL', 'Python', 'DWH', 'SQL', 'Хранилище данных', 'Airflow']",https://odintsovo.hh.ru/vacancy/93560607
Data-инженер,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Тинькофф,Казань,"['ETL', 'Python', 'DWH', 'SQL', 'Хранилище данных', 'Airflow']",https://odintsovo.hh.ru/vacancy/93560611
Data Scientist,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",АО ОКБ,Москва,"['Python', 'SQL', 'PostgreSQL', 'Анализ данных', 'ORACLE', 'Git']",https://odintsovo.hh.ru/vacancy/90568368
Data Analyst,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Lesta Games,Санкт,"['SQL', 'Анализ данных', 'Python', 'FineBI']",https://odintsovo.hh.ru/vacancy/92196267
Data QA,100000 ₽ на руки,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа",ООО Перфект Системс,Алматы,"['Atlassian Jira', 'DWH', 'ETL', 'ELT', 'Databases', 'Data Analysis', 'Big Data', 'Data Lake']",https://odintsovo.hh.ru/vacancy/89046701
Аналитик данных / Data Analyst,150000 до 200000 ₽ на руки,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа",Carely,Москва,"['Power BI', 'MS Power BI', 'SQL', 'Python', 'Аналитическое мышление', 'Английский\xa0— A1 — Начальный']",https://odintsovo.hh.ru/vacancy/93059001
Senior Data Scientist (Classical ML),,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Сбер для экспертов,Москва,[],https://odintsovo.hh.ru/vacancy/93623270
Data Analyst,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",ТОО АСБИС Казахстан,Кипр,[],https://odintsovo.hh.ru/vacancy/91137018
Data Analyst,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",ТОО АСБИС Казахстан,Польша,[],https://odintsovo.hh.ru/vacancy/91137011
Data engineer \ Инженер данных,240000 ₽ на руки,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",ООО Займиго МФК,Москва,"['Python', 'SQL', 'PostgreSQL', 'Git', 'ClickHouse', 'Linux', 'Kafka', 'Numpy', 'Базы данных', 'Databases', 'Работа с банками', 'Удаленная работа', 'BI', 'Apache Airflow', 'DWH']",https://odintsovo.hh.ru/vacancy/91888664
Data analyst,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",FS Play,Санкт,"['SQL', 'Python', 'ClickHouse', 'ETL', 'Data Analysis', 'Grafana', 'MySQL']",https://odintsovo.hh.ru/vacancy/92131535
Data Scientist,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",ООО РДП.РУ,Москва,"['Python', 'SQL', 'Обучение и развитие', 'Машинное обучение', 'Data Science']",https://odintsovo.hh.ru/vacancy/92538829
Data Scientist,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",АО ТЕКОН-Инжиниринг,Москва,"['Python', 'TensorFlow', 'PyTorch', 'Keras']",https://odintsovo.hh.ru/vacancy/93538608
Data Scientist,380000 ₽ на руки,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Точка,Москва,"['Python', 'Pandas', 'SQL']",https://odintsovo.hh.ru/vacancy/92091830
Data scientist (команда Collection),,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","ПАО ВТБ, Технологический блок",Москва,"['SQL', 'Python', 'Математическое моделирование', 'Big Data', 'ML']",https://odintsovo.hh.ru/vacancy/86879304
Data Analyst,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",ARK,Москва,"['SQL', 'PySpark', 'MS SQL', 'Python', 'Power BI', 'ETL', 'SCALA']",https://odintsovo.hh.ru/vacancy/92580946
Автор курса «Data Engineering»,,Требуемый опыт работы: 3–6 лет,"Частичная занятость, удаленная работа",Яндекс Практикум,Москва,[],https://odintsovo.hh.ru/vacancy/87915550
Data Scientist,,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа",Rubius,Москва,[],https://odintsovo.hh.ru/vacancy/93203164
Data Engineer,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",ООО Axenix (ранее Accenture),Москва,"['SQL', 'Hadoop']",https://odintsovo.hh.ru/vacancy/93520913
Data engineer,,Требуемый опыт работы: 3–6 лет,"Полная занятость, гибкий график",Яндекс,Санкт,[],https://odintsovo.hh.ru/vacancy/91552173
Data protection officer/специалист по внутреннему контролю за обработкой персональных данных,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",ЗАСО Имклива Иншуранс,Минск,"['Информационная безопасность', 'Управление рисками', 'Аналитические способности']",https://odintsovo.hh.ru/vacancy/93641120
Data engineer,,Требуемый опыт работы: 3–6 лет,"Полная занятость, гибкий график",Яндекс,Москва,[],https://odintsovo.hh.ru/vacancy/91552172
BI-analyst \ Data analyst \ Аналитик данных,180000 ₽ на руки,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",ООО Займиго МФК,Санкт,"['Python', 'Статистический анализ', 'Прогнозирование', 'Математическая статистика', 'SQL', 'MS Excel', 'Pandas', 'Numpy']",https://odintsovo.hh.ru/vacancy/93613150
BI-analyst \ Data analyst \ Аналитик данных,180000 ₽ на руки,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",ООО Займиго МФК,Москва,"['Python', 'Статистический анализ', 'Прогнозирование', 'Математическая статистика', 'SQL', 'MS Excel', 'Pandas', 'Numpy']",https://odintsovo.hh.ru/vacancy/93612863
Business Data Engineer,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Тинькофф,Алматы,"['SQL', 'Hadoop', 'Работа с базами данных', 'ETL', 'Базы данных', 'DWH', 'СУБД', 'Databases']",https://odintsovo.hh.ru/vacancy/93560686
Middle Data Analyst,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Райффайзен Банк,Москва,[],https://odintsovo.hh.ru/vacancy/92543630
Data analyst по аудиту розничного бизнеса,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Сбер для экспертов,Екатеринбург,[],https://odintsovo.hh.ru/vacancy/93612065
Senior Data Scientist (Промо Прогноз),,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа","МАГНИТ, Розничная сеть",Краснодар,"['SQL', 'Hadoop', 'Spark', 'Python', 'Airflow', 'Linux']",https://odintsovo.hh.ru/vacancy/93582779
Business Data Engineer,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Тинькофф,Казань,"['SQL', 'Hadoop', 'MS SQL', 'Работа с базами данных', 'MS SQL Server', 'ETL', 'DWH', 'СУБД']",https://odintsovo.hh.ru/vacancy/93558638
Business Data Engineer,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Тинькофф,Иннополис,"['SQL', 'Hadoop', 'MS SQL', 'Работа с базами данных', 'MS SQL Server', 'ETL', 'DWH', 'СУБД']",https://odintsovo.hh.ru/vacancy/93558633
Data Science - специалист,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Сбер для экспертов,Воронеж,[],https://odintsovo.hh.ru/vacancy/93558486
Data Analyst/System Analyst (AI-помощник),,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Сбер для экспертов,Москва,[],https://odintsovo.hh.ru/vacancy/93611297
NLP Data Scientist,120000 ₽ до вычета налогов,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",ФГАНУ Центр информационных технологий и систем органов исполнительной власти,Москва,[],https://odintsovo.hh.ru/vacancy/92598474
ML Data Scientist/Консультант/Project Manager,130000 до 200000 ₽ на руки,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",ГК СиДиСи (CDC),Москва,[],https://odintsovo.hh.ru/vacancy/93362161
Python Data Engineer,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",ООО УайтСнейк,Минск,"['Data Pipelines', 'ETL', 'Streaming', 'Airflow', 'Spark', 'Kafka', 'git flows', 'Big Data stack', 'SQL', 'Python', 'AWS', 'Python-based', 'CI/CD, Kubernetes']",https://odintsovo.hh.ru/vacancy/86553467
Senior data analyst,,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",AppMagic,Москва,[],https://odintsovo.hh.ru/vacancy/92707991
Middle data engineer,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",FunFlow (ООО Мобильные Игровые Решения),Москва,"['Python', 'SQL', 'NoSQL', 'Hadoop', 'PostgreSQL', 'DWH', 'ETL']",https://odintsovo.hh.ru/vacancy/93310855
Senior data analyst,,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",AppMagic,Тбилиси,[],https://odintsovo.hh.ru/vacancy/92707388
Data scientist Middle\Senior (кредитный скоринг),,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","билайн: ИТ, Data, Digital",Москва,[],https://odintsovo.hh.ru/vacancy/92941978
DevOps-инженер в команду Streaming Data Platform,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Райффайзен Банк,Москва,"['Kubernetes', 'Docker', 'SQL', 'DevOps', 'Zabbix']",https://odintsovo.hh.ru/vacancy/92412807
Middle Дата Аналитик в RecSys Platform (Big Data),,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","ПАО «МТС», Digital",Москва,"['SQL', 'Python', 'Математическая статистика', 'A/B тесты', 'Big Data', 'Spark']",https://odintsovo.hh.ru/vacancy/92039369
Старший Дата-Инженер / Senior Data Engineer,300000 до 400000 ₽ на руки,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",CyberBrain (ООО Брайнфарм),Москва,"['Spark', 'SQL', 'Python', 'ClickHouse', 'PostgreSQL', 'API', 'Docker', 'Airflow', 'Я.Облако', 'SCALA', 'ETL', 'DWH', 'Kubernetes']",https://odintsovo.hh.ru/vacancy/92947716
Data engineer (senior),,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",«РОСБАНК»,Москва,"['SQL;', 'Python', 'VBA', 'GreenPlum', 'BI', 'CHD', 'Мотивационная отчетность']",https://odintsovo.hh.ru/vacancy/91259562
Data Engineer,,Требуемый опыт работы: 1–3 года,"Полная занятость, гибкий график",ООО LLC IT Development and Marketing,Армения,[],https://odintsovo.hh.ru/vacancy/93158031
Data Scientist (middle),,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа",ООО 1221Системс,Нижний,"['Python', 'SQL', 'API']",https://odintsovo.hh.ru/vacancy/91647144
Data Scientist (middle),,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа",ООО 1221Системс,Москва,"['Python', 'SQL', 'API']",https://odintsovo.hh.ru/vacancy/91647145
Data Scientist (middle),,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа",ООО 1221Системс,Санкт,"['Python', 'SQL', 'API']",https://odintsovo.hh.ru/vacancy/91647146
(Remote) Data Engineer,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",JackPoker,Москва,"['SQL', 'MySQL', 'Clickhouse', 'Python', 'API', 'Airflow']",https://odintsovo.hh.ru/vacancy/92571479
Senior Data Scientist в Блок B2C,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Сбер для экспертов,Москва,[],https://odintsovo.hh.ru/vacancy/93619854
Student Data Officer,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",ТОО De Montfort University Kazakhstan (Де Монтфорт Юниверсити Казахстан),Алматы,"['Английский язык', 'Organization Skills', 'Data Analysis', 'Analytical skills', 'Customer Support', 'ERP Systems', 'MS Excel', 'Работа с большим объемом информации']",https://odintsovo.hh.ru/vacancy/92566184
Data analyst в Ценообразование,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",ИТ,Москва,"['SQL', 'Pricing', 'A/B-тестирование', 'Python']",https://odintsovo.hh.ru/vacancy/92913887
Data-аналитик в Ценообразование,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",ИТ,Москва,"['SQL', 'Pricing', 'A/B-тестирование', 'Python']",https://odintsovo.hh.ru/vacancy/92913889
Data Engineer,,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа","МАГНИТ, Розничная сеть",Москва,"['GreenPlum', 'ClickHouse', 'AirFlow', 'Python', 'Debezium', 'Yandex Cloud', 'DBT', 'SQL']",https://odintsovo.hh.ru/vacancy/91814543
Data Analyst (Junior),,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",VL.RU,Владивосток,"['Python', 'SQL', 'Математическая статистика', 'Математический анализ']",https://odintsovo.hh.ru/vacancy/92161655
Data Analyst / Аналитик данных,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Литрес,Москва,"['SQL', 'Python', 'ETL', 'Power BI', 'PostgreSQL', 'Clickhouse', 'Superset', 'Adhoc запросы']",https://odintsovo.hh.ru/vacancy/92847163
Руководитель отдела Data science,,Требуемый опыт работы: более 6 лет,"Полная занятость, полный день",АЛЬФА-БАНК,Минск,"['Data science', 'MLOps', 'Python', 'Tensorflow', 'Machine Learning', 'Docker', 'SQL', 'Big Data', 'NLP', 'Kubernetes', 'Computer Vision', 'optical character recognition']",https://odintsovo.hh.ru/vacancy/93562399
Lead/Senior Data Engineer,4000 до 6000 $ на руки,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",Кадровое агентство Алексея Сухорукова,Новосибирск,"['ClickHouse', 'Kafka', 'ETL', 'DWH', 'Airflow']",https://odintsovo.hh.ru/vacancy/93563928
Data-инженер,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",LADA Цифра,Москва,"['SQL', 'Python', 'Анализ данных', 'Big Data', 'Базы данных', 'ETL']",https://odintsovo.hh.ru/vacancy/93463015
Data Analyst (Game Analyst),,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Lesta Games,Минск,"['SQL', 'Python', 'MS Excel']",https://odintsovo.hh.ru/vacancy/93562923
Data Partner,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",ТОО Мобайл Телеком-Сервис (Объединенная Компания Tele2/ALTEL),Алматы,[],https://odintsovo.hh.ru/vacancy/93464460
Data Analyst,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",ООО БЛД Софт,Минск,"['PostgreSQL', 'Flash MySQL', 'NoSQL', 'Analytical skills', 'Big Data', 'Business English', 'Анализ данных', 'Аналитическое мышление', 'Умение работать в коллективе', 'Работа с большим объемом информации', 'Английский\xa0— B2 — Средне-продвинутый']",https://odintsovo.hh.ru/vacancy/93457243
Специалист по разработке аналитических систем / Data Engineer,,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа",ООО Livemaster,Смоленск,"['Python', 'Базы данных', 'DWH']",https://odintsovo.hh.ru/vacancy/93592209
Data Analyst (middle/senior),2500 до 4000 $ до вычета налогов,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",Fundraise Up,Тбилиси,"['SQL', 'Английский язык', 'PostgreSQL', 'A/B тесты', 'Data Analysis', 'Английский\xa0— B1 — Средний']",https://odintsovo.hh.ru/vacancy/93198517
Data Analyst (middle/senior),2500 до 4000 $ до вычета налогов,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",Fundraise Up,Москва,"['SQL', 'Английский язык', 'PostgreSQL', 'A/B тесты', 'Data Analysis', 'Английский\xa0— B1 — Средний']",https://odintsovo.hh.ru/vacancy/93198501
Middle/Senior Data Engineer,,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",ООО БОЛЬШАЯ ТРОЙКА,Москва,"['Python', 'SQL']",https://odintsovo.hh.ru/vacancy/93522829
Data Scientist / ML-инженер,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Медиалогия,Москва,"['Python', 'ML', 'NLP', 'Deep Learning', 'Машинное обучение', 'Pandas', 'Numpy', 'Hadoop', 'Spark']",https://odintsovo.hh.ru/vacancy/93518023
Data Analyst в команду DS,,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа",Газпромбанк,Москва,"['SQL', 'Data Analysis']",https://odintsovo.hh.ru/vacancy/92770031
Senior Data Scientist (NLP),,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",АО Крибрум,Москва,"['rust', 'PyTorch', 'Cassandra', 'PostgreSQL']",https://odintsovo.hh.ru/vacancy/93517336
Data scientist в поиск Маркета,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Яндекс,Москва,[],https://odintsovo.hh.ru/vacancy/92279522
Middle \ Senior Data Scientist в команду моделирования розничного бизнеса,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","ПАО ВТБ, Технологический блок",Москва,"['Python', 'SQL', 'Математическое моделирование', 'Математический анализ', 'R']",https://odintsovo.hh.ru/vacancy/86018279
Стажер Data Science Новосибирск,,Требуемый опыт работы: не требуется,"Стажировка, полный день",Сбер для экспертов,Новосибирск,[],https://odintsovo.hh.ru/vacancy/93502353
Senior Data Scientist (Rec. system),,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Okko,Москва,"['Python', 'SQL', 'deep learning', 'ML']",https://odintsovo.hh.ru/vacancy/93549882
Senior Data Scientist (Rec. system),,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Okko,Санкт,"['Python', 'SQL', 'deep learning', 'ML']",https://odintsovo.hh.ru/vacancy/92192581
Data Engineer (Scala),,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",ООО WaveAccess,Тбилиси,"['SCALA', 'Java', 'Apache Spark', 'ClickHouse', 'HDFS', 'Apache Airflow', 'PostgreSQL', 'Apache Kafka', 'Apache Hive', 'Английский\xa0— B2 — Средне-продвинутый']",https://odintsovo.hh.ru/vacancy/85954415
Trade activation specialist (data analysis)/Специалист по анализу торговой деятельности,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",ТОО KT&G GLOBAL KAZAKHSTAN (КЕЙ-ТИ-ЭНД-ДЖИ ГЛОБАЛ КАЗАХСТАН),Алматы,"['Competent Skills of MS Office and Analyzing Data (Excell, Powre BI, SAP)', 'Английский язык', 'SAP', 'Customer Service', 'Навыки межличностного общения', 'MS PowerPoint', 'Sales Skills', 'Google Analytics', 'Data Analysis', 'Маркетинговый анализ', 'Аналитическое мышление', 'Аналитика продаж', 'FMCG Продажи', 'Анализ данных', 'Аналитические исследования']",https://odintsovo.hh.ru/vacancy/93507740
Аналитик данных (data analyst),,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","ALSECO, АО",Алматы,[],https://odintsovo.hh.ru/vacancy/92663567
Senior Data Analyst,,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",Marfatech,Москва,[],https://odintsovo.hh.ru/vacancy/93481829
Data Engineer (Remote),3000 € до вычета налогов,Требуемый опыт работы: 3–6 лет,"Полная занятость, удаленная работа",Apliteni,,"['SQL', 'PHP', 'Python', 'Kubernetes', 'Аналитическое мышление']",https://odintsovo.hh.ru/vacancy/93360510
Data Governance Manager,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",ИП ООО Inspired,Ташкент,[],https://odintsovo.hh.ru/vacancy/89746024
Senior Data Engineer,,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа",ООО Умскул,Москва,[],https://odintsovo.hh.ru/vacancy/90590649
Junior Data engineer (Дата инженер),,Требуемый опыт работы: не требуется,"Полная занятость, удаленная работа",ООО Тим,Москва,"['MS SQL Server', 'MS SQL', 'DAX', 'Git', 'Power BI', 'SSRS']",https://odintsovo.hh.ru/vacancy/93543632
Junior Data Scientist,,Требуемый опыт работы: не требуется,"Полная занятость, полный день",B2B-Center,Москва,[],https://odintsovo.hh.ru/vacancy/93472687
Data Science Lead / Руководитель группы специалистов по машинному обучению и аналитике данных,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",ООО Марс,Москва,[],https://odintsovo.hh.ru/vacancy/91141473
Инженер каталога данных (Data Steward),,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",УРАЛХИМ,Москва,[],https://odintsovo.hh.ru/vacancy/93501242
Инженер каталога данных (Data Steward),,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",УРАЛХИМ,Пермь,[],https://odintsovo.hh.ru/vacancy/93501243
Senior Data Engineer,250000 ₽ на руки,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день",Дром,Новосибирск,"['Python', 'Docker', 'Pandas', 'Kafka', 'Kubernetes', 'Luigi', 'Clickhouse']",https://odintsovo.hh.ru/vacancy/92462270
Аналитик данных / Data Analyst,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",ООО Медиапоинт,Москва,"['SQL', 'Python', 'Apache Airflow', 'Аналитическое мышление', 'Аналитические исследования', 'Аналитика', 'Работа с базами данных', 'Анализ данных', 'Анализ бизнес показателей', 'Data Analysis', 'Работа с большим объемом информации']",https://odintsovo.hh.ru/vacancy/93166025
Data Engineer в команду поисковой базы,,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа","VK, Бизнес юнит технологий ИИ",Санкт,"['Java', 'SCALA', 'Big Data']",https://odintsovo.hh.ru/vacancy/92190853
Data Engineer (Рекомендательная система),,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Сбер. IT,Москва,"['Python', 'Git', 'SQL', 'Spark', 'PostgreSQL']",https://odintsovo.hh.ru/vacancy/93490565
Data analyst (аналитик данных),,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",ООО МАКСБИТСОЛЮШЕН,Минск,"['Pandas', 'NumPy', 'Matplotlib', 'Plotly', 'Tableau', 'Power BI', 'Python', 'PostgreSQL', 'ClickHouse']",https://odintsovo.hh.ru/vacancy/92848458
Data Scientist/ML Engineer,,Требуемый опыт работы: 3–6 лет,"Полная занятость, гибкий график",Spice Agency,Москва,"['SQL', 'Python', 'Machine learning', 'Data Analysis']",https://odintsovo.hh.ru/vacancy/90458703
Product Manager/Менеджер продукта (Big Data),,Требуемый опыт работы: 1–3 года,"Полная занятость, удаленная работа","Лента, федеральная розничная сеть, Супермаркет",Москва,[],https://odintsovo.hh.ru/vacancy/92078780
Data Analyst (витрины данных),,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",ООО ГК Иннотех | Большие данные,Москва,[],https://odintsovo.hh.ru/vacancy/93486875
Data Analyst (Аналитик данных),,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",ООО Космос Про Медиа,Москва,"['Аналитика данных', 'Визуализация данных', 'SQL', 'Python', 'Data-аналитика']",https://odintsovo.hh.ru/vacancy/93161088
