,field,salary,experience,company,address,tags,job type,job hours,sql,python,анализ данных,аналитическое мышление,postgresql,etl,ms excel,аналитика,power bi,работа с большим объемом информации,работа с базами данных,системный анализ,linux,clickhouse,bpmn,data analysis,английский язык,dwh,базы данных,бизнес-анализ,ml,big data,git,ms sql,uml,machine learning,spark,airflow,hadoop,docker,kafka,аналитические исследования,сбор и анализ информации,математическая статистика,английскийb1 — средний,разработка технических заданий,английскийb2 — средне-продвинутый,rest,kubernetes,ms powerpoint,анализ бизнес показателей,tableau,data science,pandas,oracle,pytorch,nlp,постановка задач разработчикам,atlassian jira,a/b тесты
1149,Data Engineer,0.0,3–6 лет,Сбер. IT,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,Data Scientist,0.0,3–6 лет,Сбер для экспертов,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,Data Analyst,0.0,не требуется,Tele2,Москва,sql python,стажировка,полный день,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,Data Analyst,0.0,1–3 года,НИЦ СПб ЭТУ (Научно-инженерный центр Санкт-Петербургского электротехнического университета),Санкт-Петербург,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,Data Analyst,0.0,не требуется,Сбер для экспертов,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,Data Engineer,0.0,1–3 года,АО ВАЗСИСТЕМ,Тольятти,sql angularjs react python java javascript oracle postgrees oracle application express openidconnect big data-инженерия,полная занятость,полный день,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1155,Data Analyst,50460.0,не требуется,ТОО DES,Астана,работа в команде грамотная речь деловое общение поиск информации в интернет консультирование клиентоориентированность опытный пользователь пк многозадачность работа с клиентами грамотная устная и письменная речь способность быстро обучаться умение работать в команде позитивное мышление стремление к профессиональному росту умение адаптироваться лояльность аналитический склад ума анализ данных статистический анализ казахский\xa0— c2 — в совершенстве русский\xa0— c2 — в совершенстве английский\xa0— b1 — средний,полная занятость,полный день,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,Data Engineer,0.0,3–6 лет,АО Bereke Bank,Алматы,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,Data Analyst,0.0,3–6 лет,ГКУ Инфогород,Москва,python java анализ данных data analysis управление командой,полная занятость,полный день,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,System Analyst,0.0,3–6 лет,Сбер для экспертов,Казань,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,System Analyst,0.0,1–3 года,"Ренессанс cтрахование, Группа",Москва,dwh sql etl разработка технических заданий аналитическое мышление бизнес-анализ,полная занятость,полный день,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,Data Engineer,0.0,1–3 года,ОАО Банк БелВЭБ,Минск,fintech mdm data governance sql субд etl bi,полная занятость,полный день,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,Data Analyst,0.0,1–3 года,Сбер для экспертов,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,Data Engineer,0.0,3–6 лет,Employcity,Москва,hadoop clickhouse dwh greenplum,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,Data Engineer,0.0,3–6 лет,TEVA,Москва,sql работа с большим объемом информации базы данных,полная занятость,полный день,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,Data Engineer,0.0,1–3 года,"Компания «СПОРТМАСТЕР», Sportmaster Lab",Москва,,полная занятость,удаленная работа,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,Data Analyst,120000.0,1–3 года,Wellinger,Минск,работа с системами аналитики python sql базы данных аналитическое мышление аналитика сбор и анализ информации анализ данных power bi bi,полная занятость,удаленная работа,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,Data Engineer,0.0,3–6 лет,Сбер для экспертов,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,Data Analyst,0.0,3–6 лет,Craft Games - разработка и продвижение игр для мобильных устройств,Санкт-Петербург,sql linux grafana data science python,полная занятость,удаленная работа,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1168,Data Analyst,0.0,1–3 года,Avanta Россия,Москва,английский язык аналитические исследования аналитическое мышление маркетинговые коммуникации,полная занятость,полный день,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,Data Engineer,310000.0,1–3 года,Точка,Москва,sql oracle pl/sql postgresql oracle pentaho debezium,полная занятость,полный день,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1170,Data Engineer,0.0,3–6 лет,WILDBERRIES,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,Data DevOps,180000.0,3–6 лет,ТОО Data Hunters Research,Астана,маркетинговые исследования маркетинговый анализ английский язык исследования рынка деловая переписка навыки переговоров телефонные переговоры работа с возражениями подготовка коммерческих предложений управление отношениями с клиентами деловая коммуникация b2b продажи оценка потребностей клиентов консультативные продажи активные продажи английский\xa0— c1 — продвинутый,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,System Analyst,0.0,3–6 лет,ФГУП НПП Гамма,Москва,проектная документация аналитическое мышление системный анализ bpmn uml деловая коммуникация постановка задач разработчикам техническая документация,полная занятость,полный день,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1173,Data Analyst,0.0,1–3 года,the_covert,Тбилиси,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,Data DevOps,0.0,3–6 лет,"ЮТэйр, Авиакомпания",Тюмень,big data хранилища данных mssql data analysis bi superset data driven управление командой,полная занятость,удаленная работа,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,System Analyst,0.0,1–3 года,ООО Петрович-Тех,Санкт-Петербург,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,System Analyst,0.0,3–6 лет,Сбер для экспертов,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,Business Analyst,0.0,не требуется,Navicon,Москва,бизнес-анализ sql xml системный анализ json api rest английский\xa0— b1 — средний,полная занятость,удаленная работа,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1178,Data Analyst,0.0,1–3 года,X5 Tech,Москва,,полная занятость,удаленная работа,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,Data Analyst,90000.0,1–3 года,ООО Департамент Ф53,Санкт-Петербург,ms sql математическая статистика tableau data analysis визуализация данных sql аналитическое мышление планирование анализ финансовых показателей критическое мышление python,полная занятость,удаленная работа,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1180,Data DevOps,0.0,1–3 года,Data World,Москва,,полная занятость,удаленная работа,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,Data Analyst,0.0,3–6 лет,Б1 (B1),Москва,risks assessment интегрированные риски оценка рисков риск-менеджмент data science анализ данных,полная занятость,полный день,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1182,Data DevOps,200000.0,1–3 года,ПерилаГлавСнаб,Санкт-Петербург,power bi аналитическое мышление анализ бизнес показателей управление командой бизнес-планирование работа с большим объемом информации dwh data lake,полная занятость,полный день,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1183,System Analyst,0.0,3–6 лет,"ПАО «МТС», Digital",Москва,sql rest bpmn uml soap api базы данных,полная занятость,полный день,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1184,Data Engineer,0.0,1–3 года,АО Р-Фарм,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,Data Engineer,0.0,1–3 года,АО Р-Фарм,Санкт-Петербург,английский\xa0— b2 — средне-продвинутый,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,Data DevOps,0.0,более 6 лет,Spice Agency,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,Data Engineer,0.0,1–3 года,Сбер для экспертов,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,Data Analyst,0.0,1–3 года,"Компания «СПОРТМАСТЕР», Sportmaster Lab",Москва,,полная занятость,удаленная работа,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,Data Engineer,0.0,1–3 года,ООО РРТ,Санкт-Петербург,airflow postgresql etl python dwh atlassian jira,полная занятость,удаленная работа,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1190,System Analyst,0.0,3–6 лет,Datanomica,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,Data Engineer,0.0,3–6 лет,ООО СК Сбербанк страхование жизни,Москва,базы данных dwh oracle greenplum postgresql sql python git субд etl devops архитектор кхд хранилище данных,полная занятость,удаленная работа,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1192,Business Analyst,0.0,3–6 лет,КОРУС Консалтинг,Москва,bpmn aris бизнес-анализ управление проектами ms visio business analysis data analysis моделирование бизнес процессов business intelligence systems системное мышление разработка технических заданий sql разработка проектной документации,полная занятость,полный день,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,Data DevOps,120000.0,3–6 лет,Data World,Москва,it recruitment headhunting управление командой адаптация персонала обучение персонала мониторинг рынка организаторские навыки деловая коммуникация внутренние коммуникации управление сотрудниками в регионах работа с большим объемом информации английский\xa0— b1 — средний,полная занятость,удаленная работа,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,Data Analyst,0.0,1–3 года,ООО Express24,Ташкент,sql python power bi аналитика ms sql postgresql прогнозирование firebase adjust узбекский\xa0— b2 — средне-продвинутый английский\xa0— b2 — средне-продвинутый русский\xa0— c1 — продвинутый,полная занятость,полный день,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,Data Analyst,0.0,1–3 года,IDF Eurasia,Казань,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,Data Engineer,0.0,3–6 лет,Райффайзен Банк,Москва,kubernetes docker sql devops zabbix,полная занятость,полный день,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1197,Data Analyst,0.0,3–6 лет,Чайковский текстиль,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,Data Engineer,0.0,более 6 лет,ООО ГЕТ ЭКСПЕРТС РЕКРУТМЕНТ,Москва,английский\xa0— c1 — продвинутый,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,System Analyst,0.0,3–6 лет,Сбер. IT,Санкт-Петербург,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,Business Analyst,0.0,1–3 года,Леруа Мерлен. Центральный офис,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,Data Analyst,0.0,1–3 года,ООО HeadHunter::Продуктовые аналитики,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,Data Analyst,0.0,1–3 года,NielsenIQ,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,Data Analyst,120000.0,1–3 года,Wellinger,Москва,работа с системами аналитики python sql базы данных аналитическое мышление аналитика сбор и анализ информации анализ данных power bi bi,полная занятость,удаленная работа,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,Data Engineer,0.0,1–3 года,Райффайзен Банк,Москва,,полная занятость,удаленная работа,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,Data Analyst,0.0,1–3 года,ИТ,Москва,sql ad-hoc a/b тесты etl ltv python postgresql английский\xa0— b1 — средний,полная занятость,гибкий график,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1206,Data Analyst,0.0,1–3 года,IDF Eurasia,Москва,маркетинговые исследования маркетинговый анализ sql анализ данных,полная занятость,полный день,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,Data Scientist,0.0,1–3 года,АО РОТЕК,Москва,python machine learning sql английский язык анализ данных linux математическая статистика статистический анализ статистика прогнозирование машинное обучение data science аналитические исследования,полная занятость,полный день,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1208,System Analyst,0.0,1–3 года,Сбер. IT,Рязань,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,Data Analyst,0.0,1–3 года,АО Народный банк Казахстана,Алматы,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,Data Scientist,0.0,3–6 лет,"ПАО «МТС», Digital",Москва,python machine learning data science математическая статистика git,полная занятость,полный день,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1211,Data Analyst,225000.0,1–3 года,ООО Тагес Джамп,Москва,sql bi аналитика аналитика данных анализ данных etl postgresql python аналитическое мышление data analysis git r superset,полная занятость,полный день,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,Data Engineer,0.0,1–3 года,Сбер для экспертов,Санкт-Петербург,sql oracle субд,полная занятость,полный день,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1213,Data Scientist,0.0,3–6 лет,Employcity,Москва,python machine learning sql a/b тесты docker git,полная занятость,полный день,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1214,Data Analyst,0.0,3–6 лет,Райффайзен Банк,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,Data DevOps,0.0,более 6 лет,ТОО Mayflower,Москва,аналитика дата аналитика tableau гостиничный менеджмент a/b тесты статистика data infastructure big data data science,полная занятость,полный день,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1216,Data Analyst,0.0,1–3 года,LeverX International,Минск,uml bpmn sql rest soap api swagger postman,полная занятость,полный день,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1217,Data DevOps,0.0,3–6 лет,Unilever,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,Data Engineer,0.0,1–3 года,СберЗдоровье,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,Data Analyst,0.0,не требуется,ООО Пиклема,Москва,python pandas numpy scipy sql,стажировка,гибкий график,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1220,Data Analyst,0.0,не требуется,Яндекс,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,Data Scientist,0.0,1–3 года,"ПАО ВТБ, Технологический блок",Москва,python hadoop spark ml dl,полная занятость,полный день,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,Data Engineer,0.0,1–3 года,ВкусВилл. Офис,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,Data DevOps,300000.0,3–6 лет,ВкусВилл. Офис,Москва,sql python ms powerpoint бизнес-анализ spark bi системы,полная занятость,гибкий график,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1224,System Analyst,0.0,не требуется,IBS,Москва,sql ms excel английский язык,полная занятость,полный день,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,System Analyst,0.0,3–6 лет,ПАО Московская Биржа,Москва,sql etl sla uml,полная занятость,полный день,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,Data Engineer,0.0,более 6 лет,ООО Софт Нск,Новосибирск,dwh clickhouse event sourced data superset bi,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,Data Engineer,0.0,3–6 лет,"ПАО  «МТС», Спутниковое ТВ",Москва,etl mysql big data работа с базами данных аналитическое мышление hadoop airflow greenplum teradata vertika spark python,полная занятость,полный день,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,System Analyst,0.0,1–3 года,Центр Новых Медицинских Технологий,Новосибирск,,полная занятость,удаленная работа,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,Data Analyst,0.0,1–3 года,ООО HeadHunter::Продуктовые аналитики,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
