,field,salary,experience,company,address,tags,job type,job hours,sql,python,анализ данных,аналитическое мышление,postgresql,etl,ms excel,аналитика,power bi,работа с большим объемом информации,работа с базами данных,системный анализ,linux,clickhouse,bpmn,data analysis,английский язык,dwh,базы данных,бизнес-анализ,ml,big data,git,ms sql,uml,machine learning,spark,airflow,hadoop,docker,kafka,аналитические исследования,сбор и анализ информации,математическая статистика,английскийb1 — средний,разработка технических заданий,английскийb2 — средне-продвинутый,rest,kubernetes,ms powerpoint,анализ бизнес показателей,tableau,data science,pandas,oracle,pytorch,nlp,постановка задач разработчикам,atlassian jira,a/b тесты
519,Business Analyst,0.0,1–3 года,"ОВЕН, Производственное объединение",Москва,аналитическое мышление бизнес-анализ автоматизация процессов сбор и анализ информации bpmn работа с большим объемом информации анализ данных оптимизация бизнес-процессов,полная занятость,полный день,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,Data Analyst,80000.0,3–6 лет,Bona Fide Group,Санкт-Петербург,вэд аналитическое мышление коды тн вэд транспортная логистика работа с таможенными органами оптимизация логистических процессов управление цепочкой поставок логистика инкотермс,полная занятость,полный день,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,System Analyst,0.0,3–6 лет,Бэнкс Софт Системс,Москва,,полная занятость,удаленная работа,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,Data Analyst,80000.0,1–3 года,Группа Компаний LD,Челябинск,работа с большим объемом информации 1с: предприятие 8 сбор и анализ информации планирование карьеры сводные таблицы trade marketing ценообразование маркетинговые коммуникации маркетинговый анализ исследования рынка статистический анализ анализ рынка контроль и анализ ценообразования конкурентная аналитика,полная занятость,полный день,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,Data Analyst,174000.0,3–6 лет,ББР Банк,Санкт-Петербург,наличие портфолио: аналитические статьи/обзоры/инвестиционные идеи сильные знания в области облигационного рынка рф опыт самостоятельной торговли на фондовом рынке наличие сертификата cfa,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,Data Analyst,0.0,3–6 лет,Solgar,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,Data Analyst,21750.0,не требуется,Киселевский филиал ФГКУ УВО ВНГ России по Кемеровской обл - Кузбассу,,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,Business Analyst,125000.0,не требуется,CAPYBARA IT AGENCY,Санкт-Петербург,sql разработка инструкций разработка технических заданий базы данных uml bpmn atlassian jira моделирование бизнес процессов atlassian confluence api json xml техническая документация rest soap системный анализ,полная занятость,полный день,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
527,Business Analyst,0.0,1–3 года,"БИОКАД, биотехнологическая компания",Санкт-Петербург,,полная занятость,удаленная работа,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,Data Analyst,0.0,1–3 года,ООО АйтиСФ,Новосибирск,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,Data Analyst,0.0,1–3 года,Самокат (ООО Умный ритейл),Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,Data Analyst,0.0,3–6 лет,Росбанк: Data,Москва,sql greenplum postgresql transact-sql python data analysis power bi hadoop,полная занятость,полный день,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,Data Analyst,0.0,1–3 года,STONE,Москва,sql анализ данных аналитическое мышление работа с базами данных power bi бизнес-анализ аналитические исследования,полная занятость,полный день,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,Data Analyst,60900.0,1–3 года,"МАГНИТ, Розничная сеть",,пользователь пк инвентаризация учет остатков аналитический склад ума быстрая обучаемость ведение переговоров деловая переписка работа с большим объемом информации,полная занятость,сменный график,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,Data Analyst,0.0,1–3 года,ООО БЛД Софт,Минск,postgresql flash mysql nosql analytical skills big data business english анализ данных аналитическое мышление умение работать в коллективе работа с большим объемом информации английский\xa0— b2 — средне-продвинутый,полная занятость,полный день,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,Data Analyst,0.0,3–6 лет,"DODO BRANDS (Dodo Pizza, Drinkit, Кебстер)",Москва,деловая коммуникация c&b мотивационные программы мотивация персонала подготовка презентаций анализ данных компенсации и льготы разработка схем премирования,полная занятость,удаленная работа,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,System Analyst,0.0,1–3 года,CodeInside,Пенза,user story use case analysis bpmn uml управление проектами английский язык грамотность,полная занятость,удаленная работа,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,Data Analyst,0.0,1–3 года,OSTIN,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,Data Analyst,178350.0,3–6 лет,ООО Форбион,Ростов,1с программирование аналитическое мышление ориентация на результат умение работать в условиях многозадачности 1с-битрикс 1с: документооборот 1с: зарплата и кадры 1с: бухгалтерия cmr 1с: комплексная автоматизация 1с: управление торговлей,полная занятость,полный день,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,Data Analyst,0.0,1–3 года,AliExpress,Москва,python tableau sql математическая статистика a/b тесты,полная занятость,полный день,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
539,Data Analyst,0.0,1–3 года,АО НоваВинд,Москва,орэм ррэ договоры энергоснабжения планирование почасового потребления электрической энергии,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,System Analyst,0.0,1–3 года,ООО Масштабные решения,Минск,uml bpmn atlassian confluence разработка технических заданий системный анализ,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,Data Analyst,50000.0,не требуется,ИП Жаданов И. В.,Москва,работа с большим объемом информации ms excel аналитическое мышление английский язык подготовка презентаций прогнозирование аналитика анализ данных,полная занятость,удаленная работа,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,Business Analyst,0.0,3–6 лет,Группа Компаний Партнер-Электро,Москва,as is и to be нотация bpmn взаимодействие с разработчиками erp-системы создание дашбордов бизнес-анализ 1с:erp,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,System Analyst,0.0,1–3 года,2ГИС,Москва,системный анализ sql,полная занятость,удаленная работа,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,System Analyst,0.0,1–3 года,2ГИС,Новосибирск,системный анализ sql,полная занятость,удаленная работа,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,Data Analyst,0.0,1–3 года,ООО Медико-фармацевтическое объединение малого бизнеса,Санкт-Петербург,1с: управление торговлей ms excel ведение отчетности руководство коллективом сбор и анализ информации работа с базами данных статистический анализ sql python ms access впр сводные таблицы,полная занятость,полный день,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,Data Analyst,0.0,1–3 года,ООО Медико-фармацевтическое объединение малого бизнеса,Москва,1с: управление торговлей ms excel ведение отчетности руководство коллективом аналитическое мышление аналитика базы данных оперативное планирование анализ бизнес показателей сбор и анализ информации работа с большим объемом информации сводные таблицы оптимизация бизнес процессов впр python системный анализ,полная занятость,полный день,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
547,Data Analyst,0.0,1–3 года,АО Московский ювелирный завод,Москва,английский язык работа с большим объемом информации ms powerpoint аналитическое мышление анализ продаж английский\xa0— b2 — средне-продвинутый,полная занятость,полный день,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
548,System Analyst,0.0,1–3 года,Physical Transformation/Физикл,Москва,,полная занятость,удаленная работа,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,System Analyst,0.0,более 6 лет,NAUMEN,Москва,,полная занятость,удаленная работа,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,Data Analyst,0.0,1–3 года,ГКУ Инфогород,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,Data Analyst,0.0,3–6 лет,АО «Alfa Invest СК»,Ташкент,финансовый анализ анализ текущих финансовых показателей прогнозирование анализ финансовых показателей анализ данных swot анализ корпоративные финансы анализ бизнес показателей дебиторская задолженность аналитический склад ума работа с банками работа с юридическими лицами точность и внимательность к деталям аналитические способности оценка стоимости бизнеса экономическое моделирование статистический анализ оптимизация бизнес процессов математический анализ инвестиционное планирование 1с: предприятие аналитика долгосрочное бюджетирование и планирование сбор и анализ информации бизнес-моделирование налоговый учет,полная занятость,полный день,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
552,Data Analyst,69600.0,1–3 года,ВкусВилл. Магазины,Москва,,полная занятость,удаленная работа,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,Data Analyst,0.0,3–6 лет,АйСи Инвест,,внутренний контроль технические системы и средства безопасности экономическая безопасность анализ данных gsm umts lte безопасность системы безопасности обеспечение внутренней безопасности,полная занятость,полный день,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,Data Analyst,81000.0,1–3 года,"«Почта России», Офис",Хабаровск,ms excel,полная занятость,полный день,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,Data Analyst,261000.0,1–3 года,Diamond Personnel R&C,Москва,анализ данных sql аналитика работа с базами данных,полная занятость,полный день,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,Business Analyst,0.0,3–6 лет,АО Россети Цифра,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,Data Analyst,0.0,1–3 года,ГК АСНА,Москва,,полная занятость,гибкий график,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,Business Analyst,0.0,1–3 года,СОЮЗМУЛЬТФИЛЬМ,Москва,аналитическое мышление английский язык анализ данных разработка технических заданий сбор и анализ информации английский\xa0— b2 — средне-продвинутый,полная занятость,полный день,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,System Analyst,100000.0,1–3 года,АВТОСЕТЬ.РФ,Казань,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,Data Analyst,0.0,3–6 лет,"Банк Глобус, АО",Москва,анализ финансовых показателей аналитическое мышление анализ фхд уверенный пользователь ms office,полная занятость,полный день,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,Data Analyst,0.0,1–3 года,Битрикс24,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,Business Analyst,0.0,3–6 лет,ООО ТВИЛ СОФТ,Краснодар,аналитическое мышление систематизация архивной документации работа с большим объемом информации работа с базами данных постановка задач разработчикам тестирование test case,полная занятость,удаленная работа,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
563,System Analyst,180000.0,3–6 лет,СИНЕРГИЯ,Москва,системный анализ uml sdlc api restful сервис agile project management atlassian jira trello ci/cd тестирование английский язык английский\xa0— b1 — средний,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
564,System Analyst,200000.0,1–3 года,Центр Интеграции Приложений,Москва,sql системный анализ моделирование бизнес процессов базы данных bpmn бизнес-анализ json rest api xml postman grafana api,полная занятость,удаленная работа,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
565,System Analyst,150000.0,1–3 года,ООО Тренд Лайн,Калининград,работа с большим объемом информации анализ данных аналитика умение принимать решения информационные технологии умение работать в коллективе аналитическое мышление оптимизация бизнес-процессов backend -php yii2 redis node.js swift ios kotlin java android vue nuxt clickup plantuml stoplight yaml web-проект postman charles proxy управление процессами администрирование аналитические способности автоматизация процессов английский\xa0— b1 — средний,полная занятость,гибкий график,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,Data Analyst,54592.5,1–3 года,ПАО «МТС» ,Краснодар,работа с большим объемом информации точность и внимательность к деталям аналитическое мышление ms excel документальное сопровождение впр сводные таблицы,полная занятость,полный день,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,Data Analyst,0.0,3–6 лет,Baimskaya Management,Москва,информационные технологии управление проектами ms project ms visio erp-системы на базе 1с erp systems erp 1с: управление закупками 1с: склад складская логистика английский\xa0— b1 — средний,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,Data Analyst,0.0,1–3 года,ООО ГоИНВЕСТ,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,Business Analyst,0.0,1–3 года,ADV/web-engineering,Москва,бизнес-анализ rest uml bpmn sql,полная занятость,удаленная работа,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
570,Data Analyst,0.0,3–6 лет,AKRON HOLDING,Тольятти,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,Data Analyst,87000.0,не требуется,ООО Форматта,Москва,ms excel разработка тестов опросников разработка модели ключевых компетенций,полная занятость,полный день,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,Data DevOps,0.0,1–3 года,ООО Финтех Айкью,Новосибирск,sql бизнес-анализ python постановка задач разработчикам разработка технических заданий работа с базами данных анализ данных,полная занятость,полный день,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
573,Data Analyst,0.0,3–6 лет,Green Flow,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,Business Analyst,0.0,1–3 года,АО Северен Телеком,Санкт-Петербург,bpmn бизнес-анализ системный анализ постановка задач разработчикам анализ рынка аналитические исследования автоматизация бизнес-процессов работа с большим объемом информации анализ данных,полная занятость,полный день,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
575,Data Analyst,0.0,не требуется,Shkulev Media Holding,Москва,ms excel google spreadsheet яндекс.метрика google analytics,полная занятость,полный день,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,System Analyst,250000.0,1–3 года,Компэл,Москва,,полная занятость,удаленная работа,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,Data Analyst,0.0,3–6 лет,ЭкоЛайн,,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,Data Analyst,0.0,3–6 лет,"ПАО ВТБ, Подразделения Поддержки и Контроля",Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,Business Analyst,113100.0,1–3 года,Ниармедик Ваш Доктор Рядом,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,Data Analyst,0.0,3–6 лет,"ПАО «Газпром нефть» Финансы, экономика и стратегическое развитие",Санкт-Петербург,sql qlicksence qlickview powerbi,полная занятость,полный день,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,Business Analyst,0.0,1–3 года,Green Code,Москва,,полная занятость,удаленная работа,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,Data Analyst,0.0,3–6 лет,ООО PQ,Москва,sql ms sql ms excel аналитика английский язык анализ данных аналитическое мышление работа с базами данных базы данных работа с большим объемом информации бизнес-анализ сбор и анализ информации системный анализ английский\xa0— b2 — средне-продвинутый,полная занятость,полный день,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,Data Analyst,0.0,1–3 года,Перекрёсток,Москва,sql python ms excel математическая статистика математический анализ power bi tableau qlik sense amplitude metabase microstrategy,полная занятость,полный день,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
584,System Analyst,0.0,1–3 года,Сбер для экспертов,Екатеринбург,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,Data Analyst,0.0,более 6 лет,БФТ-Холдинг (Бюджетные и Финансовые Технологии),Москва,разработка технических заданий постановка задач разработчикам atlassian jira бизнес-анализ разработка регламентов sql гост разработка технической документации bpmn uml руководство коллективом моделирование бизнес процессов,полная занятость,полный день,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
586,System Analyst,0.0,1–3 года,ООО СМС-ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ,Самара,sql uml bpmn системный анализ бизнес-анализ разработка технических заданий xml ms sql аналитическое мышление rest soap постановка задач разработчикам моделирование бизнес процессов ux ui интеграция mq postgresql wcf типы данных wiki figma sequence devtools api json,полная занятость,полный день,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
587,Data Analyst,60000.0,1–3 года,ООО ЕРЦ,,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,Data DevOps,0.0,3–6 лет,Сбер. IT,Москва,dwh togaf zachman data vault,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,Data Analyst,0.0,1–3 года,Улыбка радуги,Санкт-Петербург,sql ms sql ms excel python pandas numpy r a/b тесты математическая статистика анализ данных,полная занятость,гибкий график,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
590,System Analyst,0.0,3–6 лет,"билайн: ИТ, Data, Digital",Москва,rest soap sql системный анализ uml bpmn,полная занятость,полный день,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
591,Business Analyst,0.0,1–3 года,MARSHALL,Домодедово,складской учет оптимизация бизнес-процессов wms складская логистика 1с: предприятие 8 разработка инструкций автоматизация процессов erp-системы на базе 1с сбор и анализ информации,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,Data Analyst,0.0,1–3 года,"Ренессанс Банк, Москва",Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
